statut,confiance,a_valider,eco_provider,eco_name,eco_id,maydai_id,maydai_provider,maydai_name,maydai_slug,methode,autres_candidats,action,commentaire
famille_a_confirmer,basse,OUI,huggingface_hub,mistral-community/Mixtral-8x22B-v0.1-4bit,7dd41388-8348-4e5d-8b0f-46463e74cb79,,,,,famille_taille_differente,"Mistral / mistral-7b-instruct-v0.2 [0e1f3603…] (famille_taille_differente, 28) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille_differente, 28)",,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche. Pas d’équivalent de même taille dans MaydAI. autres_candidats = même famille seulement (ex. Gemma 7B vs Gemma 2 9B), à trancher à la main."
famille_a_confirmer,basse,OUI,huggingface_hub,mistral-community/Mixtral-8x22B-v0.1-AWQ,3a9786f6-00d1-4d0d-9566-01b0fa1ae14b,,,,,famille_taille_differente,"Mistral / mistral-7b-instruct-v0.2 [0e1f3603…] (famille_taille_differente, 28) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille_differente, 28)",,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche. Pas d’équivalent de même taille dans MaydAI. autres_candidats = même famille seulement (ex. Gemma 7B vs Gemma 2 9B), à trancher à la main."
famille_a_confirmer,basse,OUI,huggingface_hub,mistral-community/Mixtral-8x22B-v0.1-original,8630db17-846f-478a-a4f0-b630e914b09d,,,,,famille_taille_differente,"Mistral / mistral-7b-instruct-v0.2 [0e1f3603…] (famille_taille_differente, 28) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille_differente, 28)",,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche. Pas d’équivalent de même taille dans MaydAI. autres_candidats = même famille seulement (ex. Gemma 7B vs Gemma 2 9B), à trancher à la main."
famille_a_confirmer,basse,OUI,huggingface_hub,mistral-community/mixtral-8x22B-Instruct-v0.3-original,e69953df-3334-4644-a7f8-1b37a2ac2e87,,,,,famille_taille_differente,"Mistral / mistral-7b-instruct-v0.2 [0e1f3603…] (famille_taille_differente, 28) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille_differente, 28)",,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche. Pas d’équivalent de même taille dans MaydAI. autres_candidats = même famille seulement (ex. Gemma 7B vs Gemma 2 9B), à trancher à la main."
famille_a_confirmer,basse,OUI,huggingface_hub,mistral-community/mixtral-8x22B-v0.3,34dbde7c-07f1-4e5e-88f1-f8ca3c84c894,,,,,famille_taille_differente,"Mistral / mistral-7b-instruct-v0.2 [0e1f3603…] (famille_taille_differente, 28) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille_differente, 28)",,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche. Pas d’équivalent de même taille dans MaydAI. autres_candidats = même famille seulement (ex. Gemma 7B vs Gemma 2 9B), à trancher à la main."
famille_a_confirmer,basse,OUI,huggingface_hub,mistral-community/mixtral-8x22B-v0.3-original,b96b2693-d070-4ceb-ae7b-35d1d9fa3934,,,,,famille_taille_differente,"Mistral / mistral-7b-instruct-v0.2 [0e1f3603…] (famille_taille_differente, 28) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille_differente, 28)",,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche. Pas d’équivalent de même taille dans MaydAI. autres_candidats = même famille seulement (ex. Gemma 7B vs Gemma 2 9B), à trancher à la main."
famille_a_confirmer,basse,OUI,huggingface_hub,mistralai/Mixtral-8x22B-Instruct-v0.1,6f5f90e4-60b4-4ac2-a11c-e950c66aed74,,,,,famille_taille_differente,"Mistral / mistral-7b-instruct-v0.2 [0e1f3603…] (famille_taille_differente, 28) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille_differente, 28)",,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche. Pas d’équivalent de même taille dans MaydAI. autres_candidats = même famille seulement (ex. Gemma 7B vs Gemma 2 9B), à trancher à la main."
famille_a_confirmer,basse,OUI,huggingface_hub,mistralai/Mixtral-8x22B-v0.1,09a75c16-a9dc-479f-b3a6-482afbb3e7cc,,,,,famille_taille_differente,"Mistral / mistral-7b-instruct-v0.2 [0e1f3603…] (famille_taille_differente, 28) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille_differente, 28)",,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche. Pas d’équivalent de même taille dans MaydAI. autres_candidats = même famille seulement (ex. Gemma 7B vs Gemma 2 9B), à trancher à la main."
orphelin,,OUI-orphelin,huggingface_hub,mistralai/Mathstral-7B-v0.1,d0cadc3e-af69-4a45-8dc8-b06a0bf5cdcf,,,,,aucun,,,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche."
orphelin,,OUI-orphelin,huggingface_hub,mistralai/Mixtral-8x7B-Instruct-v0.1,2734f5a7-cf3c-469c-91e0-4ae4d9bab062,,,,,aucun,,,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche."
orphelin,,OUI-orphelin,huggingface_hub,mistralai/Mixtral-8x7B-v0.1,14a6a234-a208-41cb-b564-9cdbdbc0b529,,,,,aucun,,,"Poids Hugging Face : plusieurs formats (GGUF, PyTorch…) = souvent la même fiche."
proposition,haute,OUI,mistralai,codestral-2405,42b9379e-c05f-416a-8b88-2273ec257ee4,4b8d1e66-54e3-42bb-948d-878f304ed443,Mistral,Codestral-22B,codestral-22b,slug_partiel,,,
proposition,haute,OUI,mistralai,codestral-2411-rc5,55f3b094-6448-40be-ac23-da006777da56,4b8d1e66-54e3-42bb-948d-878f304ed443,Mistral,Codestral-22B,codestral-22b,slug_partiel,,,
proposition,haute,OUI,mistralai,codestral-2412,53fc393d-887a-4a65-83ee-89709c356a64,4b8d1e66-54e3-42bb-948d-878f304ed443,Mistral,Codestral-22B,codestral-22b,slug_partiel,,,
proposition,haute,OUI,mistralai,codestral-2501,4b31f35d-c85e-4158-8e12-b53da667a944,4b8d1e66-54e3-42bb-948d-878f304ed443,Mistral,Codestral-22B,codestral-22b,slug_partiel,,,
proposition,haute,OUI,mistralai,codestral-2508,f5c9cf36-14d2-4603-8702-aeb10ff79f0d,4b8d1e66-54e3-42bb-948d-878f304ed443,Mistral,Codestral-22B,codestral-22b,slug_partiel,,,
proposition,haute,OUI,mistralai,codestral-latest,938210e0-cc03-4bb8-adec-8a4592fda066,4b8d1e66-54e3-42bb-948d-878f304ed443,Mistral,Codestral-22B,codestral-22b,slug_partiel,,,
proposition,haute,OUI,mistralai,devstral-medium-latest,f62044b9-d0ec-4291-9704-af29325da255,39af5acc-83c0-4344-9139-71b92d18f2da,Mistral,Devstral Medium,devstral-medium,slug,,,
proposition,haute,OUI,mistralai,magistral-medium-2509,73bc4d5d-cc98-4f23-a37d-d12f9b5c1344,866551a3-65a5-41cb-b3e7-cd39292c6ac5,Mistral,Magistral Medium,magistral-medium,slug,,,
proposition,haute,OUI,mistralai,magistral-medium-latest,b7efcd92-40ca-41b5-81e5-8627362208f4,866551a3-65a5-41cb-b3e7-cd39292c6ac5,Mistral,Magistral Medium,magistral-medium,slug,,,
proposition,haute,OUI,mistralai,magistral-small-2509,2e39eb29-0280-424c-b560-2a8d7cb236d2,64a42ba2-7431-463b-b0e2-d519d5e2e61f,Mistral,Magistral Small 2506,magistral-small-2506,slug_partiel,,,
proposition,haute,OUI,mistralai,magistral-small-latest,09a2fed0-0803-4e63-b6a9-dbe61a8fee62,64a42ba2-7431-463b-b0e2-d519d5e2e61f,Mistral,Magistral Small 2506,magistral-small-2506,slug_partiel,,,
proposition,haute,OUI,mistralai,ministral-14b-2512,7d9e0db0-0c50-47a9-8b85-02c84e9929ef,fa87af37-b5e2-4310-a1b5-f1f611042285,Mistral,MiniStral 3 (14B Instruct 2512),ministral-3-14b-instruct-2512,famille_taille,"Mistral / Ministral 3 (14B Base 2512) [ed44ce22…] (famille_taille, 90) || Mistral / Ministral 3 (14B Reasoning 2512) [d8df7877…] (famille_taille, 90) || Mistral / Min  istral 3 (3B Reasoning 2512) [62faf7d3…] (famille_taille_differente, 28) || Mistral / Ministral 3 (3B Base 2512) [2a64282d…] (famille_taille_differente, 28)",,
proposition,haute,OUI,mistralai,ministral-3b-2512,701bbfef-4390-4d70-92a8-fe36fb1b5c1a,1d0caf32-5eb6-4a11-9258-08acb650dfde,Mistral,Ministral 3 (3B Instruct 2512),ministral-3-3b-instruct-2512,famille_taille,"Mistral / Ministral 3 (3B Base 2512) [2a64282d…] (famille_taille, 90) || Mistral / ministral-3 [f776dfc1…] (slug_partiel, 77) || Mistral / MiniStral 3 (14B Instruct 2512) [fa87af37…] (famille_taille_differente, 28) || Mistral / Ministral 3 (14B Base 2512) [ed44ce22…] (famille_taille_differente, 28)",,
proposition,haute,OUI,mistralai,ministral-8b-2512,c109eb5f-108c-4512-b181-b05f59908414,80a712c2-dead-4647-ac8c-59604cecef9c,Mistral,Ministral 3 (8B Instruct 2512),ministral-3-8b-instruct-2512,famille_taille,"Mistral / Ministral 8B Instruct [d0c50633…] (alias_api, 92) || Mistral / Ministral 3 (8B Base 2512) [db5d6dc9…] (famille_taille, 90) || Mistral / Ministral 3 (8B Reasoning 2512) [7c088e0b…] (famille_taille, 90) || Mistral / Min  istral 3 (3B Reasoning 2512) [62faf7d3…] (famille_taille_differente, 28)",,
proposition,haute,OUI,mistralai,ministral-8b-latest,13f0525c-56bd-4ac3-aa0d-fb84ecf23103,d0c50633-8c19-4344-a19f-e0430c88a687,Mistral,Ministral 8B Instruct,ministral-8b-instruct,alias_api,"Mistral / Ministral 3 (8B Instruct 2512) [80a712c2…] (famille_taille, 80) || Mistral / Ministral 3 (8B Base 2512) [db5d6dc9…] (famille_taille, 78) || Mistral / Ministral 3 (8B Reasoning 2512) [7c088e0b…] (famille_taille, 78) || Mistral / MiniStral 3 (14B Instruct 2512) [fa87af37…] (famille_taille_differente, 28)",,"Alias API (-latest, date YYMM, -001) d’une fiche déjà nommée autrement."
proposition,haute,OUI,mistralai,mistral-large-2512,5426a89b-6e6e-4461-9c35-8bc1d9ba9fc3,2c0c3d7a-4003-430e-a96c-0baf27073f00,Mistral,Mistral Large 3 (675B Instruct 2512),mistral-large-3-675b-instruct-2512,slug_partiel,"Mistral / Mistral Large 3 (675B Instruct 2512 Eagle) [9af2a0cd…] (slug_partiel, 88) || Mistral / Mistral Large 3 (675B Instruct 2512 NVFP4) [4d21ab95…] (slug_partiel, 88) || Mistral / Mistral Large 2 [e1bd2070…] (slug_partiel, 83) || Mistral / Mistral Large 3 [31943c36…] (slug_partiel, 83)",,
proposition,haute,OUI,mistralai,mistral-medium,e016fe80-8c9d-4f0d-9f9a-cfa7f904d913,354120aa-a79e-4b6c-a501-c2e20226f327,Mistral,Mistral Medium 3.5,mistral-medium-3-5,slug_partiel,,,
proposition,haute,OUI,mistralai,mistral-medium-2505,aebd9a85-273b-4b6f-9a4b-e47799f55c38,354120aa-a79e-4b6c-a501-c2e20226f327,Mistral,Mistral Medium 3.5,mistral-medium-3-5,slug_partiel,,,
proposition,haute,OUI,mistralai,mistral-medium-2508,69a3842d-be4a-4d93-af37-40c55663d723,354120aa-a79e-4b6c-a501-c2e20226f327,Mistral,Mistral Medium 3.5,mistral-medium-3-5,slug_partiel,,,
proposition,haute,OUI,mistralai,mistral-medium-2604,b47df4f9-2de7-4245-a49f-1086f12ad4f4,354120aa-a79e-4b6c-a501-c2e20226f327,Mistral,Mistral Medium 3.5,mistral-medium-3-5,slug_partiel,,,
proposition,haute,OUI,mistralai,mistral-medium-3,1c5a0c39-0a4a-41c1-9f54-8ac0c8f61cdf,354120aa-a79e-4b6c-a501-c2e20226f327,Mistral,Mistral Medium 3.5,mistral-medium-3-5,slug_partiel,"Mistral / Mistral Small 3 24B Instruct [3f70ab98…] (famille, 57) || Mistral / Mistral Large 3 [31943c36…] (famille, 56) || Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille, 56) || Mistral / mistral-small-3-24b [443a45f1…] (famille, 56)",,
proposition,haute,OUI,mistralai,mistral-medium-3.5,a89d4ca8-ae89-48d8-b88b-572c411e6ed9,354120aa-a79e-4b6c-a501-c2e20226f327,Mistral,Mistral Medium 3.5,mistral-medium-3-5,exact_normalise,"Mistral / Mistral Large 3 [31943c36…] (famille, 56)",,
proposition,haute,OUI,mistralai,mistral-medium-latest,e526a3f0-a362-4a26-ab47-2ff1f2ee9d65,354120aa-a79e-4b6c-a501-c2e20226f327,Mistral,Mistral Medium 3.5,mistral-medium-3-5,slug_partiel,,,
proposition,haute,OUI,mistralai,mistral-small-2506,bc4b1641-24f7-4a87-8810-58608cf1bd72,1457720e-98d9-44f8-a16b-054669c4efeb,Mistral,Mistral Small,mistral-small,slug,"Mistral / Mistral Small 3 24B Instruct [3f70ab98…] (slug_partiel, 84) || Mistral / Mistral Small 3.1 24B Instruct [9b5a00a5…] (slug_partiel, 84) || Mistral / Mistral Small 3.2 24B Instruct [5aa3b092…] (slug_partiel, 84) || Mistral / Mistral Small 4 [e682f260…] (slug_partiel, 83)",,
proposition,haute,OUI,mistralai,mistral-small-2603,c10fca36-db39-45aa-a1e6-e405f4ddbe4c,1457720e-98d9-44f8-a16b-054669c4efeb,Mistral,Mistral Small,mistral-small,slug,"Mistral / Mistral Small 3 24B Instruct [3f70ab98…] (slug_partiel, 84) || Mistral / Mistral Small 3.1 24B Instruct [9b5a00a5…] (slug_partiel, 84) || Mistral / Mistral Small 3.2 24B Instruct [5aa3b092…] (slug_partiel, 84) || Mistral / Mistral Small 4 [e682f260…] (slug_partiel, 83)",,
proposition,haute,OUI,mistralai,mistral-small-latest,ca4f4031-0919-4068-affd-56ad0ef8a3ad,1457720e-98d9-44f8-a16b-054669c4efeb,Mistral,Mistral Small,mistral-small,slug,"Mistral / Mistral Small 3 24B Instruct [3f70ab98…] (slug_partiel, 84) || Mistral / Mistral Small 3.1 24B Instruct [9b5a00a5…] (slug_partiel, 84) || Mistral / Mistral Small 3.2 24B Instruct [5aa3b092…] (slug_partiel, 84) || Mistral / Mistral Small 4 [e682f260…] (slug_partiel, 83)",,
proposition,moyenne,OUI,mistralai,open-mistral-nemo,cfc732c2-91ec-49ae-921b-573db79292bf,44a9246e-4940-4dd4-964d-ad8341c2072f,Mistral,Mistral NeMo Instruct,mistral-nemo-instruct,famille,,,
proposition,moyenne,OUI,mistralai,open-mistral-nemo-2407,b3ff0706-4644-45b3-8c71-2dbb0db450eb,44a9246e-4940-4dd4-964d-ad8341c2072f,Mistral,Mistral NeMo Instruct,mistral-nemo-instruct,famille,,,
proposition,haute,OUI,mistralai,pixtral-12b-2409,368138c3-4733-43eb-b8c2-545d4dc02a2d,6ffca720-1ba4-4965-b190-55c1d26c53b0,Mistral,Pixtral-12B,pixtral-12b,slug,,,
proposition,haute,OUI,mistralai,pixtral-12b-latest,1c42b200-bafd-455e-9718-c9977082c2b7,6ffca720-1ba4-4965-b190-55c1d26c53b0,Mistral,Pixtral-12B,pixtral-12b,slug,,,
plusieurs_candidats,moyenne,OUI,mistralai,devstral-2512,129f6c65-2a64-4577-98e7-8bec4dc1ecb5,39af5acc-83c0-4344-9139-71b92d18f2da,Mistral,Devstral Medium,devstral-medium,slug_partiel,"Mistral / Devstral Small 1.1 [04bf30d6…] (slug_partiel, 83)",,"Plusieurs fiches MaydAI possibles : choisir celle du produit (souvent Instruct, pas Base)."
plusieurs_candidats,moyenne,OUI,mistralai,devstral-latest,c1fc4ff3-ecc2-425c-9dda-28d862b87a65,39af5acc-83c0-4344-9139-71b92d18f2da,Mistral,Devstral Medium,devstral-medium,slug_partiel,"Mistral / Devstral Small 1.1 [04bf30d6…] (slug_partiel, 83)",,"Plusieurs fiches MaydAI possibles : choisir celle du produit (souvent Instruct, pas Base)."
plusieurs_candidats,moyenne,OUI,mistralai,ministral-14b-latest,a3d16dbb-3753-488b-94a5-8a232ff2b000,fa87af37-b5e2-4310-a1b5-f1f611042285,Mistral,MiniStral 3 (14B Instruct 2512),ministral-3-14b-instruct-2512,famille_taille,"Mistral / Ministral 3 (14B Base 2512) [ed44ce22…] (famille_taille, 78) || Mistral / Ministral 3 (14B Reasoning 2512) [d8df7877…] (famille_taille, 78) || Mistral / Ministral 3 (3B Base 2512) [2a64282d…] (famille_taille_differente, 28) || Mistral / Ministral 3 (3B Instruct 2512) [1d0caf32…] (famille_taille_differente, 28)",,"Plusieurs fiches MaydAI possibles : choisir celle du produit (souvent Instruct, pas Base)."
plusieurs_candidats,moyenne,OUI,mistralai,ministral-3b-latest,2a3c7e65-8f33-4fe7-9fe9-4cd8776a7a7b,1d0caf32-5eb6-4a11-9258-08acb650dfde,Mistral,Ministral 3 (3B Instruct 2512),ministral-3-3b-instruct-2512,famille_taille,"Mistral / Ministral 3 (3B Base 2512) [2a64282d…] (famille_taille, 78) || Mistral / ministral-3 [f776dfc1…] (slug_partiel, 77) || Mistral / MiniStral 3 (14B Instruct 2512) [fa87af37…] (famille_taille_differente, 28) || Mistral / Ministral 3 (14B Base 2512) [ed44ce22…] (famille_taille_differente, 28)",,"Plusieurs fiches MaydAI possibles : choisir celle du produit (souvent Instruct, pas Base)."
plusieurs_candidats,moyenne,OUI,mistralai,mistral-large-latest,04fbf16a-f96e-4e18-a246-316499cda12a,2c0c3d7a-4003-430e-a96c-0baf27073f00,Mistral,Mistral Large 3 (675B Instruct 2512),mistral-large-3-675b-instruct-2512,slug_partiel,"Mistral / Mistral Large 2 [e1bd2070…] (slug_partiel, 83) || Mistral / Mistral Large 3 [31943c36…] (slug_partiel, 83) || Mistral / Mistral Large 3 (675B Base) [dfaa8b19…] (slug_partiel, 82) || Mistral / mistral-large-3-675b [13de2df2…] (slug_partiel, 77)",,"Plusieurs fiches MaydAI possibles : choisir celle du produit (souvent Instruct, pas Base)."
plusieurs_candidats,moyenne,OUI,mistralai,open-mistral-7b,a2805873-6db2-4545-9f1c-dbfa4050aaac,0e1f3603-f6cf-4df1-9a15-d4f1a9914c24,Mistral,mistral-7b-instruct-v0.2,mistral-7b-instruct-v0-2,famille_taille,"Mistral / mistral-7b-v0.3 [f62d2ec4…] (famille_taille, 79) || Mistral / Mistral Large 3 (675B Base) [dfaa8b19…] (famille_taille_differente, 28) || Mistral / Mistral Large 3 (675B Instruct 2512 Eagle) [9af2a0cd…] (famille_taille_differente, 28) || Mistral / Mistral Large 3 (675B Instruct 2512 NVFP4) [4d21ab95…] (famille_taille_differente, 28)",,"Plusieurs fiches MaydAI possibles : choisir celle du produit (souvent Instruct, pas Base)."
orphelin,,OUI-orphelin,mistralai,mistral-tiny-2407,5c5eb7fb-eb09-49c2-a535-ddce65ce527e,,,,,aucun,,,
